Gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	mutant_1	mutant_2	mutant_3	mutant_4	mutant_5	normal_1	normal_2	normal_3	normal_4	normal_5
GENE_0786	23.5077205827065	-2.31988705243996	0.312212199750063	-7.43048175022346	1.08202864709346e-13	8.32329728533428e-12	6.02129903157481	7.65121086380824	12.8281824720748	5.87497616616203	7.72633901813255	30.4428718136658	48.2996519001509	45.6923712534109	32.3049381865725	38.2353651215126
GENE_0053	659.240279813055	1.18467481838535	0.16511386497947	7.17489605450547	7.23621441693257e-13	5.16872458352326e-11	827.928616841536	845.458800450811	1014.70923354112	1031.47795831616	860.842938936935	495.924202125845	358.316022236003	401.611894701032	295.530360447533	460.60277053357
GENE_0550	37.8082371704429	-1.91919014031073	0.269766745985347	-7.11425766471223	1.12516776252387e-12	7.50111841682582e-11	16.0567974175328	16.2588230855925	11.5453642248673	21.8213400457447	12.8772316968876	56.9576311352456	74.1343494281386	37.2753554962036	81.3605850624788	49.7948941117373
GENE_0996	438.578013323034	1.46382494314872	0.209374878363599	6.99140677520371	2.72143437382033e-12	1.7008964836377e-10	711.516835564423	756.51347415904	614.469940412383	553.926324238134	582.694734284163	182.657230881995	153.884937449318	188.781639125934	350.568403283916	290.766613831037
GENE_0830	94.4003090899757	1.44300764751255	0.207934845115303	6.93971059401984	3.92904006643085e-12	2.31120003907697e-10	105.372733052559	106.160550735339	174.463281620217	156.10650955802	148.732026099052	42.2272092899235	49.4228996187591	55.3118178330763	43.0732509154299	63.1328121773812
GENE_0414	128.060893605036	1.25581334262141	0.182353618068534	6.88669276717853	5.71043642618296e-12	3.17246468121276e-10	170.603472561286	159.719026781997	215.513465530857	214.85627121964	142.937271835452	73.6521092266107	81.9970834583958	79.36043428224	64.6098763731449	77.3599247807347
GENE_0347	66.1213466518807	-1.35523256051661	0.200387112665925	-6.76307244755794	1.35095638563927e-11	7.11029676652249e-10	40.141993543832	31.561244813209	33.3532744273945	34.4105746875205	45.0703109391066	112.93323414747	87.6133220514366	99.801758264029	94.5218561755268	81.8058974692827
GENE_0603	118.713929936025	1.52717501477411	0.232071749363124	6.580615774928	4.6850385508785e-11	2.34251927543925e-09	191.678019171798	140.590999622476	256.563649441496	188.838519626637	104.305576744789	48.1193780280523	65.1483676792733	80.5628651046981	52.6450844521922	58.6868394888333
GENE_0989	83.4459133710026	-1.7433251762797	0.265600007575275	-6.5637241210756	5.24802579365045e-11	2.49905990173831e-09	28.0993954806824	36.3432516030891	33.3532744273945	48.6783739481997	44.4264493542622	177.747090266887	203.307837068077	87.7774500394472	81.3605850624788	93.3654264595074
GENE_0467	78.305184231494	1.51970671108795	0.235295757097423	6.45870852001262	1.05600283412562e-10	4.80001288238919e-09	108.383382568347	117.637367031052	84.6660043156937	94.8389009680442	173.842627907982	35.3530124287731	25.8346975279877	46.8948020758691	50.2521260680016	45.3489214231893
GENE_0350	631.446828982291	0.94909334078707	0.148989979462738	6.37018237205971	1.88803561742715e-10	8.20885051055283e-09	847.999613613452	927.709317236749	812.023950482335	919.853411159084	652.875647032201	476.283639665416	420.094646759452	467.745589936232	388.855737430965	401.026736507027
GENE_0531	28.748436390427	-1.92514227393301	0.304097917470162	-6.3306657603859	2.44105616749889e-10	1.01710673645787e-08	8.02839870876641	11.4768162957124	20.5250919553197	9.23210540396891	12.2333701120432	52.0474905201382	40.4369178698938	24.0486164491636	41.8767717233347	67.5787848659292
GENE_0052	108.181839683914	-1.33435150500235	0.213663744736803	-6.24510024686707	4.23528392006127e-10	1.62895535386972e-08	50.1774919297901	69.8172991322502	48.7470933938843	57.0711970427169	79.8388365207031	119.80743100862	179.719634977306	119.04065142336	145.970461435624	211.628299974884
GENE_0570	661.508148258054	1.09417748334938	0.175094133784508	6.24908133527771	4.12873883124331e-10	1.62895535386972e-08	976.453992953714	986.049800073287	584.965120726611	1023.08513522165	932.311574854661	356.476208656796	477.380280408468	402.814325523491	486.967031182777	388.578012979093
GENE_0725	606.126786451007	1.04186758653095	0.167257392405849	6.22912728426895	4.69040607301808e-10	1.73718743445114e-08	851.010263129239	921.970909088893	677.32803452555	903.06776497005	725.632006119616	372.188658625139	526.803180027228	323.453891241251	406.802925312394	353.010231470709
GENE_0257	101.71683955731	1.16292523938157	0.188658167446939	6.16419238625673	7.08437698897741e-10	2.5301346389205e-08	155.550224982349	114.768162957124	143.675643687238	125.892346417758	164.184704135317	67.7599404884818	66.2716153978815	56.5142486555345	47.8591676838111	74.692341167606
GENE_0193	300.597992484656	-1.4275527638074	0.236973634728205	-6.02409953936319	1.70053690789081e-09	5.86392037203726e-08	177.628321431457	139.6345982645	128.281824720748	125.053064108306	242.091955901487	381.026911732333	302.153636305595	661.336952352	313.477548328962	535.295111701176
GENE_0892	532.447209818602	0.887563236662498	0.147947264726446	5.99918652300603	1.98308463421474e-09	6.61028211404914e-08	773.736925557363	707.737004902262	719.661036683397	663.033024466858	592.352658056829	310.320886874786	386.397215201207	440.089681019694	350.568403283916	380.575262139707
GENE_0007	203.546951166438	1.30988423803467	0.219106683909344	5.9782942932797	2.25486110890487e-09	7.27374551259635e-08	345.221144476956	348.130094303275	212.947829036442	215.695553529092	326.4378235161	93.2926716870402	117.941010453857	180.364623368727	110.076085672765	85.3626756201211
GENE_0429	110.814832696516	-1.19455469285442	0.201362571272789	-5.93235716699378	2.98616137366792e-09	9.15701725548938e-08	73.2591382174935	65.9916937003461	57.7268211243366	89.8032071113339	50.865065202706	158.106527806458	128.05023992133	150.303852807273	130.416231938385	203.625549135497
GENE_0433	198.71837602552	1.22418073135052	0.206424344930313	5.93040870137576	3.02181569431149e-09	9.15701725548938e-08	274.972655775249	197.018679743062	309.159197577003	323.123689138912	288.449990010282	151.232330945307	130.296735358547	64.9312644127418	120.844398401623	127.154818892472
GENE_0440	200.312724252229	-1.10062043413334	0.185924539099664	-5.91971581300174	3.22498394770758e-09	9.4852469050223e-08	151.536025627966	171.195843077709	93.6457320461461	106.588853300368	113.963500517455	252.381227616519	322.372095240542	241.688595314094	253.653588724199	296.101781057295
GENE_0292	133.885401819975	0.927414227745631	0.157908237083825	5.8731212815283	4.2766535434041e-09	1.22190101240117e-07	164.582173529711	160.675428139973	182.160191103462	187.999237317185	182.212828510959	90.3465873179758	89.8598174886529	91.3847425068218	90.932418599241	98.700593685765
GENE_0384	168.579969911744	1.10385460685613	0.19350811006383	5.70443588380878	1.16729020931048e-08	3.24247280364023e-07	220.780964491076	260.14116936948	203.968101305989	300.463066783715	164.828565720161	112.93323414747	132.543230795763	98.5993274415708	105.290168904384	86.2518701578307
GENE_0609	58.2062247130565	-1.21940453030283	0.215940707914421	-5.6469414316549	1.63327440413165e-08	4.41425514630175e-07	30.106495157874	32.517646171185	33.3532744273945	50.3569385671031	28.3299097331527	94.2746998100617	75.2575971467468	78.1580034597818	92.1288977913363	67.5787848659292
GENE_0543	235.481044868051	0.943732941121115	0.17030897420897	5.54129895681921	3.00236136333924e-08	7.90095095615588e-07	349.235343831339	244.838747641864	347.643744993227	316.409430663298	291.669297934504	157.124499683436	119.064258172465	188.781639125934	171.096524469625	168.946962164823
GENE_0686	349.109723973002	0.930549139224212	0.170299249207031	5.46419989258409	4.64999324608357e-08	1.19230596053425e-06	517.831716715433	423.685801583381	346.36092674602	525.390725716776	475.169849615152	285.770183799249	268.456204747351	220.044840509847	238.09935922696	190.287631069853
GENE_0490	179.754417765097	-0.999401890852841	0.185170959896067	-5.39718480378232	6.7694652525831e-08	1.69236631314577e-06	155.550224982349	84.1633195018907	142.39282544003	109.945982538175	108.8126078387	224.884440171918	269.579452465959	205.615670640349	275.190214181914	221.409439889689
GENE_0060	55.9062725795934	-1.1340217400164	0.221738206502504	-5.1142370000345	3.15011647733463e-07	7.68321092032837e-06	33.1171446736614	44.9508638248734	42.3330021578469	28.5355985213584	27.6860481483083	54.9935748892026	73.0111017095305	87.7774500394472	74.1817099099071	92.4762319217979
GENE_0200	120.659679452565	0.962758876524635	0.191952246734483	5.01561660727193	5.28636509910726e-07	1.24110454164343e-05	212.75256578231	142.503802338428	152.65537141769	146.035121844599	144.868856589985	77.5802217186966	77.5040925839631	60.1215411229091	88.5394602150505	104.035760912023
GENE_0397	337.521296640079	-0.902942202445116	0.180250663600588	-5.00936964340903	5.46085998323108e-07	1.24110454164343e-05	198.702868041969	184.585462089374	283.502832632853	243.391869740998	265.914834540729	311.302914997808	451.545582880481	422.053218682822	514.486052600969	499.727330192792
GENE_0997	48.4281195953209	1.16058595298006	0.231541922847198	5.01242253976601	5.37490148459873e-07	1.24110454164343e-05	68.2413890245145	77.4685099960584	42.3330021578469	63.7854555183306	82.4142828600806	33.3889561827302	33.6974315582448	21.6437548042473	27.5190214181914	33.7893924329646
GENE_0549	70.5992568936355	-0.917214188419964	0.193002410720042	-4.75234576085385	2.01070143492907e-06	4.46822541095348e-05	37.1313440280446	50.6892719727296	43.6158204050544	59.589043971072	52.1527883723947	104.094981040276	80.8738357397876	93.7896041517381	96.9148145597174	87.1410646955403
GENE_0056	48.596065166798	-1.00236313989036	0.213816371776123	-4.68796253328948	2.7593852014073e-06	5.99866348132023e-05	26.0922958034908	42.0816597509453	29.5048196857721	35.2498569969722	28.9737713179971	61.867771750353	69.641358553706	52.90695618816	69.395793141526	70.246368479058
GENE_0699	326.097306027189	0.913090027831662	0.196296871447988	4.65157707861686	3.29406106202912e-06	7.00864055750877e-05	442.565478820748	620.704481326444	389.976747151074	338.230770709043	338.027332043299	203.279821465445	265.086461591526	276.559089165382	199.812025079911	186.730852919015
GENE_0890	110.63754308082	1.06636852790495	0.231952606511675	4.59735522675092	4.27887747174906e-06	8.91432806614387e-05	156.553774820945	156.849822708069	147.52409842886	148.552968772954	138.430240741542	37.3170686748161	43.8066610257183	96.1944657966545	102.897210520194	78.2491193184443
GENE_0322	285.33987099433	-0.929159489670035	0.205614842777569	-4.5189319852516	6.21523551695082e-06	0.000126841541162262	216.766765136693	199.88788381699	166.766372136973	176.249284984861	222.776108356155	563.684142614327	374.041490296518	236.878872024262	305.102193984295	391.245596592222
GENE_0889	330.153576004223	-0.834833156028407	0.186190528486125	-4.48375737915487	7.33400465902287e-06	0.000146680093180457	248.880359971759	201.800686532942	293.765378610513	275.284597500164	169.335596814072	449.768880343836	335.85106786384	385.980294009076	402.017008544013	538.851889852014
GENE_0566	67.0096397274491	-1.14379924102897	0.255733080151844	-4.4726291974031	7.72636895841283e-06	0.000151497430557114	33.1171446736614	37.2996529610652	50.0299116410918	34.4105746875205	53.4405115420835	41.245181166902	131.419983077155	101.004189086487	88.5394602150505	99.5897882234746
GENE_0632	359.4409129618	-0.847216417733101	0.19062158560551	-4.44449360255775	8.8099129407191e-06	0.000169421402706136	215.763215298097	289.789611466737	304.027924588173	266.891774405647	209.255015074423	497.888258371888	339.220811019665	367.943831672203	634.133971810496	469.494715910666
GENE_0195	203.227243054126	-0.892276688939714	0.201349360196648	-4.43148509669099	9.35862824168287e-06	0.000176577891352507	149.528925950774	111.898958883196	169.332008631387	124.213781798854	157.102226702029	270.057733830906	193.198607600604	381.170570719243	201.008504272006	274.761112152265
GENE_0157	218.526903248772	-0.83037577347202	0.19175533846166	-4.33039194701768	1.48844170212109e-05	0.000275637352244646	145.514726596391	150.155013202237	198.83682831716	127.570911036661	165.472427305006	258.273396354648	206.677580223902	250.105611071302	397.231091775632	285.43144660478
GENE_0261	128.832582739031	0.77784892355187	0.183998235505848	4.22748034193593	2.36322814383602e-05	0.000429677844333822	171.607022399882	222.841516408415	133.413097709578	141.83871029734	143.581133420297	84.4544185798469	96.5993038003019	102.206619908945	99.3077729439079	92.4762319217979
GENE_0224	31.5444264022899	-0.986837290623285	0.243530811395704	-4.05220713127676	5.07367153742702e-05	0.000906012774540538	18.0638970947244	19.1280271595206	17.9594554609047	26.857033902455	23.1790170543977	52.0474905201382	42.6834133071101	33.6680630288291	38.2873341470488	43.5705323477701
GENE_0410	59.0570189990125	-0.877036145826713	0.216682601177128	-4.04756146115199	5.17539949684138e-05	0.00090796482400726	38.1348938666404	28.6920407392809	52.5955481355067	46.9998093292963	42.494864599729	57.9396592582671	92.1063129258692	68.5385568801163	70.5922723336213	92.4762319217979
GENE_0954	146.77407370664	0.775485931280882	0.200044168212891	3.87657354977524	0.000105937796453046	0.00182651373194907	140.496977403412	251.533557147696	170.614826878595	172.892155747054	190.583029113936	123.735543500706	140.40596482602	81.7652959271563	107.683127288575	88.0302592332499
GENE_0590	44.4609783871202	-1.0334334711733	0.268609305594281	-3.84734798702112	0.000119403316402975	0.00202378502377924	38.1348938666404	18.1716258015446	32.070456180187	43.6426800914894	14.8088164514207	64.8138561194174	73.0111017095305	66.1336952352	50.2521260680016	43.5705323477701
GENE_0838	31.4040611493514	-0.954740314580505	0.251052919498975	-3.80294448073288	0.000142986408790783	0.00238310681317972	23.0816462877034	29.6484420972569	14.1110007192823	15.9463638795827	23.1790170543977	43.2092374129449	34.820679276853	52.90695618816	40.6802925312394	36.4569760460934
GENE_0434	92.3908122151084	-0.761467860896238	0.202149591971929	-3.76685331624107	0.00016531806528042	0.0027101322177118	73.2591382174935	72.6865032061783	53.8783663827142	67.9818670655892	74.687943841948	160.070584052501	93.2295606444774	114.230928133527	84.9500226387646	128.933207967891
GENE_0274	52.6919713304094	0.92815135961592	0.253008740157488	3.66845571832097	0.000244019946949009	0.00393580559595175	72.2555883788977	70.7737004902262	50.0299116410918	44.4819624009411	106.237161499323	25.5327311985584	34.820679276853	37.2753554962036	49.0556468759063	36.4569760460934
GENE_0136	70.4920385372823	0.905218530082459	0.247968836647891	3.65053343927989	0.000261696234572845	0.00415390848528326	110.390482245538	91.8145303656989	128.281824720748	51.1962208765549	79.8388365207031	62.8497998733745	57.2856336490162	42.0850787860363	28.7155006102866	52.4624777248661
GENE_0492	315.799841453033	-0.634522745019631	0.177288098999008	-3.57904872691529	0.00034484717273312	0.005388237073955	187.663819817415	253.446359863648	230.907284497347	241.713305122095	321.93079242219	368.260546133053	298.783893149771	418.445926215447	370.908549549536	465.937937759828
GENE_0451	194.532052306343	0.837260392160291	0.235543427801066	3.55459033595886	0.000378568437584502	0.00582412980899233	231.82001271563	137.721795548548	330.96710777953	319.766559901105	227.92700103491	100.166868548191	152.76168973071	161.125730209396	98.1112937518127	184.952463843596
GENE_0420	570.346943756081	-0.646353791704538	0.184915510727974	-3.49540062464191	0.000473350681430176	0.00717198002166934	464.643575269856	482.026284419919	423.330021578469	464.123117126801	389.53625883085	989.884348005648	631.265217857787	788.794619532567	571.917053821542	497.948941117373
GENE_0385	87.6081048543311	-0.639630767397725	0.186375929114164	-3.43193871889928	0.000599282957648059	0.00894452175594117	68.2413890245145	65.0352923423701	69.272185349204	67.9818670655892	71.4686359177261	104.094981040276	78.6273403025713	109.421204843694	138.791586283052	103.146566374313
GENE_0583	318.641800036315	0.676854695169234	0.197935137055375	3.41957827821077	0.000627182847144528	0.00922327716389012	531.881414455775	449.508638248734	414.350293848016	304.659478330974	260.763941861974	189.531427743145	275.195691058999	250.105611071302	263.225422260961	247.196081483267
GENE_0815	225.153430250789	-0.5483755584503	0.160611381280458	-3.41430074306336	0.000639459479736865	0.00926752869183862	146.518276434987	211.364700112703	212.947829036442	159.463638795827	184.788274850337	235.686749525154	261.716718435702	268.142073408174	297.923318831724	272.982723076846
GENE_0018	119.881370627205	0.692097593441478	0.207327761135101	3.33818100215959	0.00084328797182955	0.0120469710261364	163.578623691116	176.934251225566	170.614826878595	95.678183277496	135.21093281732	67.7599404884818	96.5993038003019	82.9677267496145	88.5394602150505	120.930457128505
GENE_0869	108.324454820818	0.649242399945303	0.195947480160838	3.31334906380215	0.00092185848872542	0.0129839223764144	120.425980631496	153.980618634141	128.281824720748	99.8745948247546	159.033811456562	69.7239967345248	103.338790111951	72.1458493474909	74.1817099099071	102.257371836603
GENE_0430	96.0617190911495	0.633157972963525	0.19495741706956	3.24767317130395	0.00116352836385549	0.0161601161646595	82.2910867648557	142.503802338428	134.695915956785	103.231724062561	122.333701120432	76.5981935956751	81.9970834583958	60.1215411229091	70.5922723336213	86.2518701578307
GENE_0948	59.0442281607276	0.741866385737742	0.228805982874068	3.24233823092841	0.00118553231283791	0.0162401686690124	67.2378391859187	86.0761222178427	64.140912360374	62.9461732088789	87.5651755388356	41.245181166902	42.6834133071101	72.1458493474909	33.5014173786677	32.900197895255
GENE_0816	117.695181172624	0.643936399332356	0.200248015670911	3.21569428378558	0.00130129377755505	0.0175850510480412	164.582173529711	98.5093398715311	121.867733484711	177.088567294313	155.170641947495	89.3645591949543	68.5181108350978	86.575019216989	107.683127288575	107.592539062861
GENE_0160	503.25453802758	-0.525157479624398	0.166372739291334	-3.15651158874531	0.00159668542503619	0.0212891390004826	477.689723171601	426.555005657309	398.956474881527	422.159001654215	338.671193628144	522.438961447425	669.455640290464	725.065785942283	448.679697035729	602.873896567105
GENE_0765	575.97129268126	-0.54444782002749	0.17417040542266	-3.12594908822929	0.00177232231897618	0.0233200305128444	358.267292378701	403.601373065885	618.318395154006	429.71254243928	534.405115420835	753.215570357472	587.458556832068	590.393533826967	714.29807768088	770.042469656509
GENE_0949	198.048643016102	0.553819599521846	0.178288818854161	3.10630584173014	0.00189440668837839	0.0246026842646545	199.706417880564	305.092033194354	201.402464811575	206.463448125123	263.339388201351	143.376105961135	163.994166916792	180.364623368727	184.257795582673	132.48998611873
GENE_0119	454.971385848644	0.611694039010561	0.209587286504838	2.91856461912083	0.00351646983647796	0.0450829466215123	642.271896701313	713.475413050119	546.480573310387	310.534454497136	538.268284929901	383.972996101397	376.287985733734	404.016756345949	240.492317611151	393.91318020535
GENE_0548	88.0583543727825	-0.534050973179642	0.188164441246629	-2.8382141154909	0.00453667388038637	0.0567084235048297	69.2449388631103	86.0761222178427	55.1611846299217	68.8211493750409	78.5511133510143	111.951206024448	92.1063129258692	116.635789778444	118.451440017432	83.5842865447019
GENE_0714	72.1148461782544	-0.594194593473087	0.209160186572167	-2.84085897613249	0.00449922036913641	0.0567084235048297	47.1668424140026	43.9944624668974	69.272185349204	56.2319147332652	70.1809127480374	58.9216873812885	85.3668266142202	92.5871733292799	100.504252136003	96.9222046103458
GENE_0479	47.7245676610663	-0.626659612942207	0.22123518160309	-2.83254954479381	0.00461784093117997	0.0570103818664194	33.1171446736614	46.8636665408255	30.7876379329795	26.857033902455	48.9334804481728	60.8857436273315	49.4228996187591	60.1215411229091	56.234522028478	64.0220067150908
GENE_0594	544.374532554809	0.461685509418684	0.165411007832053	2.79114138454103	0.00525225240930844	0.0640518586501029	680.406790567953	758.426276874992	708.115672458529	561.4798650232	446.839939881999	439.948599113621	426.834133071101	459.328574179025	516.879010985159	445.486463392507
GENE_0449	48.2079453809287	-0.592363403998554	0.215704786057435	-2.74617645174006	0.00602943252895295	0.0726437654090717	43.1526430596194	41.1252583929693	25.6563649441496	45.3212447103928	36.0562487512853	68.7419686115033	55.0391382117999	49.2996637207854	67.0028347573355	50.6840886494469
GENE_0323	107.064188515517	-0.562679645755449	0.206028385840443	-2.73107826118296	0.00631274790231967	0.0751517607419009	97.3443343437927	67.9044964162981	110.322369259843	87.2853601829788	70.1809127480374	101.148896671212	160.624423760967	137.077113760233	147.166940627719	91.5870373840883
GENE_0342	65.6729462292735	-0.513050968960468	0.192258511684476	-2.6685474909036	0.00761800078955147	0.0896235387006055	62.2200899929397	42.0816597509453	55.1611846299217	64.6247378277824	47.0018956936397	75.6161654726536	75.2575971467468	79.36043428224	75.3781891020024	80.0275083938635
GENE_0280	284.438061388403	0.515773651384989	0.194195216693476	2.65595445741129	0.00790842939723667	0.0912969349636102	304.075601094528	438.031821953022	355.340654476472	339.070053018494	238.22878639242	218.010243310768	192.075359881996	313.834444661585	187.847233158958	257.866415935782
GENE_0950	512.441200252339	-0.390233294939297	0.147008750167395	-2.65449025649799	0.00794283334183409	0.0912969349636102	411.455433824278	431.33701244719	531.086754343897	412.926896250246	432.031123430579	574.486451967563	491.982500750375	667.34910646429	629.348055042115	542.408668002853
GENE_0107	433.278404726604	-0.483598916420331	0.182649991686034	-2.64768102071208	0.00810459563558743	0.0920976776771299	345.221144476956	271.617985665193	500.299116410918	313.891583734943	376.659027133962	407.541671053912	518.94044599697	626.466458500712	516.879010985159	455.267603307313
GENE_0711	31.1847061128575	0.690640325872613	0.262237696888328	2.63364243229576	0.00844743967609515	0.094915052540395	42.1490932210236	40.1688570349933	44.8986386522618	24.3391869740998	41.8510030148847	28.4788155676228	17.9719634977306	31.2632013839127	13.161271113048	27.5650306689974
GENE_0610	346.076331734359	-0.476310635526815	0.183082979960364	-2.60161067746403	0.0092787119925925	0.103096799917694	349.235343831339	252.489958505672	260.412104183119	321.445124520008	262.695526616507	405.57761480787	330.234829270799	549.510885863389	425.946592385918	303.215337358972
GENE_0630	341.48407644754	0.451936861564996	0.176119073958135	2.56608697404589	0.0102853034907085	0.113025313084709	400.416385599725	323.263658995898	356.62347272368	543.854936524714	348.329117400809	341.745786811474	299.907140868379	298.202843969629	239.295838419055	263.20158316204
GENE_0577	128.020607401799	-0.500106042624776	0.196037602559997	-2.5510720193169	0.01073921315081	0.116132508035577	91.3230353122179	133.896190116644	102.625459776598	108.267417919272	94.6476529721238	189.531427743145	103.338790111951	180.364623368727	126.826794362099	149.384682335212
GENE_0770	30.5711044940529	-0.644479337205029	0.252826838120803	-2.54909384618847	0.0108003232473087	0.116132508035577	14.0496977403412	24.8664353073768	33.3532744273945	30.2141631402619	18.0281243756426	35.3530124287731	38.1904224326775	32.4656322063709	38.2873341470488	40.9029487346414
GENE_0251	17.3859274324803	-0.767895559922237	0.309755517018608	-2.47903755617727	0.0131737434247393	0.140146206646163	9.03194854736221	17.2152244435685	15.3938189664898	7.55354078506547	15.4526780362651	21.6046187064725	30.3276884024203	15.6316006919564	16.7507086893339	24.8974470558687
GENE_0201	242.627591849599	0.423164926763012	0.172029940089326	2.45983301827162	0.0139001671941722	0.146317549412339	231.82001271563	346.217291587323	253.998012947081	330.677229923977	227.92700103491	209.171990203574	201.061341630861	197.198654883142	185.454274774768	242.750108794719
GENE_0483	408.509501544487	-0.478712781484378	0.196015528576249	-2.44221865972298	0.0145973022956023	0.152055232245857	307.086250610315	331.871271217682	374.582928184584	402.855508536825	290.381574764815	602.965267535186	402.122683261722	612.037288631214	460.644488956681	300.547753745843
GENE_0040	20.5277722179724	-0.744432411377116	0.310223329450301	-2.3996661137517	0.0164100322936231	0.16774944961246	16.0567974175328	14.3460203696405	20.5250919553197	21.8213400457447	5.15089267875504	21.6046187064725	23.5882020907714	26.45347809408	33.5014173786677	22.2298634427399
GENE_0059	192.835179179203	0.404009429297037	0.168406699228964	2.39901043810466	0.016439446062021	0.16774944961246	259.919408196312	198.931482459014	212.947829036442	186.320672698282	238.872647977265	152.214359068329	148.268698856277	191.186500770851	197.419066695721	142.271126033535
GENE_0657	33.5451318416382	0.656658191197635	0.278179659275742	2.36055430115661	0.0182476466329925	0.182476466329925	45.159742736811	26.7792380233288	25.6563649441496	62.9461732088789	43.7825877694178	27.4967874446013	38.1904224326775	27.6559089165382	15.5542294972386	22.2298634427399
GENE_0990	30.7173975544945	0.618815309816908	0.261814931988085	2.36356003501385	0.0181002937362772	0.182476466329925	33.1171446736614	30.604843455233	41.0501839106394	42.8033977820377	39.2755566755071	39.281124920859	16.8487157791224	24.0486164491636	14.3577503051433	25.7866415935782
GENE_0973	190.654336944086	-0.468201731577745	0.198834451248257	-2.35473142927915	0.0185360972835609	0.183525715678821	203.720617234948	127.201380610812	157.78664440652	167.017179580892	144.868856589985	326.03333684313	198.814846193645	182.769485013644	224.938088113912	173.392934853371
GENE_0221	51.1096613182654	0.540277247431442	0.230844923806783	2.34043373586873	0.0192613561028828	0.188836824538067	47.1668424140026	70.7737004902262	59.0096393715441	67.9818670655892	58.5914042208385	41.245181166902	22.4649543721632	45.6923712534109	39.4838133391441	58.6868394888333
GENE_0079	302.063898885225	0.451845085395454	0.193650342222126	2.33330383107284	0.0196322045205509	0.190603927383989	296.047202385761	471.505869482183	223.210375014102	395.30196775176	356.699318003786	258.273396354648	237.005268626322	284.976104922589	289.547964487057	208.071521824045
